variant	canon	group	genus	family	category	founder_crop	edibility	grass_type	legume_type	wood
Triticum spp.	Triticum sp.	Triticum spp. (indeter.)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum aestivocompactum	Triticum aestivocompactum	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum aestivum	Triticum aestivum	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum durum	Triticum durum	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum aestivocompactum/durocompactum	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum aestivum/durum	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species free threshing wheat hexaploid grains	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species free threshing wheat hexaploid rachis	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species free threshing wheat tetraploid grains	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species free threshing wheat tetraploid rachis	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate free threshing wheat grains	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum species indeterminate free threshing wheat rachis	Triticum sp.	Triticum spp. (inc. aestivum, durum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Triticum boeoticum grains (1/2g)	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum aegilopoides	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum grains (1/2g)	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum grains (1g)	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum grains (2g)	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum spikelet forks	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum thaoudar	Triticum boeoticum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
cf. Triticum monococcum	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum glume bases	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum grains (1/2g)	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum grains (1g)	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum grains (2g)	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum monococcum spikelet forks	Triticum monococcum	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum boeoticum/urartu	Triticum sp.	Triticum spp. (incl. boeoticum/monococcum)	Triticum	Poaceae	Grasses	einkorn wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccoides	Triticum dicoccoides	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccoides grains	Triticum dicoccoides	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccoides spikelet forks	Triticum dicoccoides	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum glume bases	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum glume bases dessicated or uncarbonized	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum grains	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum grains (1g)	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum rachis internodes	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum spikelet fork terminal	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum spikelet forks	Triticum dicoccum	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccoides/dicoccum	Triticum sp.	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/dicoccoides grains	Triticum sp.	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum dicoccum/dicoccoides spikelet forks	Triticum sp.	Triticum spp. (incl. dicoccoides/dicoccum)	Triticum	Poaceae	Grasses	emmer wheat	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum parvicoccum	Triticum parvicoccum	Triticum spp. (incl. spelta, turgidum, parvicoccum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum sp. 'speltoid' type	Triticum sp.	Triticum spp. (incl. spelta, turgidum, parvicoccum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum spelta	Triticum spelta	Triticum spp. (incl. spelta, turgidum, parvicoccum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Triticum turgidum	Triticum turgidum	Triticum spp. (incl. spelta, turgidum, parvicoccum)	Triticum	Poaceae	Grasses	NA	Edible seed/fruit	Large/medium-seeded	NA	NA
Typha	Typha sp.	Typha sp.	Typha	Typhaceae	Wild plants	NA		NA	NA	NA
Urtica sp.	Urtica sp.	Urtica spp. (incl. urens)	Urtica	Urticaceae	Wild plants	NA		NA	NA	NA
Urtica urens	Urtica urens	Urtica spp. (incl. urens)	Urtica	Urticaceae	Wild plants	NA		NA	NA	NA
Utricularia vulgaris L.	Utricularia vulgaris	Utricularia vulgaris	Utricularia	Lentibulariaceae	Wild plants	NA		NA	NA	NA
Vaccaria pyramidata	Vaccaria pyramidata	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Vaccaria pyramidata Medik.	Vaccaria pyramidata	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Vaccaria segetalis	Vaccaria segetalis	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
cf. Vaccaria	Vaccaria sp.	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Vaccaria	Vaccaria sp.	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Vaccaria sp.	Vaccaria sp.	Vaccaria spp. (incl. pyramidata, segetalis)	Vaccaria	Caryophillaceae	Wild plants	NA		NA	NA	NA
Valerianella coronata	Valerianella coronata	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Valerianella dentata	Valerianella dentata	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Valerianella dentata (L.) Pollich	Valerianella dentata	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Valerianella dentata type	Valerianella dentata	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Valerianella	Valerianella sp.	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Valerianella sp. Miller	Valerianella sp.	Valerianella spp. (incl. coronata, dentata)	Valerianella	Caprifoliaceae	Wild plants	NA		NA	NA	NA
Verbascum	Verbascum sp.	Verbascum sp.	Verbascum	Scrophulariaceae	Wild plants	NA		NA	NA	NA
Verbascum sp.	Verbascum sp.	Verbascum sp.	Verbascum	Scrophulariaceae	Wild plants	NA		NA	NA	NA
Verbena officinalis	Verbena officinalis	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Verbena officinalis L.	Verbena officinalis	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Verbena	Verbena sp.	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Verbena sp.	Verbena sp.	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Verbena sp. uncarbonized	Verbena sp.	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Verbena type	Verbena sp.	Verbena spp. (incl. officinalis)	Verbena	Verbenaceae	Wild plants	NA		NA	NA	NA
Veronica persica type	Veronica persica	Veronica spp. (incl. persica)	Veronica	Plantaginaceae	Wild plants	NA		NA	NA	NA
cf. Veronica sp.	Veronica sp.	Veronica spp. (incl. persica)	Veronica	Plantaginaceae	Wild plants	NA		NA	NA	NA
Veronica sp.	Veronica sp.	Veronica spp. (incl. persica)	Veronica	Plantaginaceae	Wild plants	NA		NA	NA	NA
cf. Vicia ervilia	Vicia ervilia	Vicia ervilia	Vicia	Fabaceae	Pulses	bitter vetch	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia ervilia	Vicia ervilia	Vicia ervilia	Vicia	Fabaceae	Pulses	bitter vetch	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia ervilia (L.) Willd.	Vicia ervilia	Vicia ervilia	Vicia	Fabaceae	Pulses	bitter vetch	Edible seed/fruit	NA	Large/medium-seeded	NA
cf. Vicia faba	Vicia faba	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia faba	Vicia faba	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia faba L.	Vicia faba	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia faba var. minuta	Vicia faba	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia narbonense	Vicia narbonense	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia peregrina	Vicia peregrina	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia sativa	Vicia sativa	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia sativa L.	Vicia sativa	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia sativa ssp. angustifolia	Vicia sativa	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia	Vicia sp.	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia faba/narbonense	Vicia sp.	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia sp.	Vicia sp.	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia spp.	Vicia sp.	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Vicia type	Vicia sp.	Vicia spp. (incl. faba, narbonense, peregrina, sativa)	Vicia	Fabaceae	Pulses	NA	Edible seed/fruit	NA	Large/medium-seeded	NA
Viola	Viola sp.	Viola sp.	Viola	Violaceae	Wild plants	NA		NA	NA	NA
Vitex agnus-castus	Vitex agnus-castus	Vitex agnus-castus	Vitex	Lamiaceae	Fruits/nuts	NA		NA	NA	NA
Vitis	Vitis sp.	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis sp.	Vitis sp.	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis sp. uncarbonized	Vitis sp.	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis sylvestris	Vitis sylvestris	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis sylvestris Gmelin	Vitis sylvestris	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis vinfera L. stalks	Vitis vinifera	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis vinifera	Vitis vinifera	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vitis vinifera L. pips	Vitis vinifera	Vitis spp. (incl. sylvestris, vinifera)	Vitis	Vitaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Vulpia	Vulpia sp.	Vulpia sp.	Vulpia	Poaceae	Grasses	NA		Small-seeded	NA	NA
Zilla spinosa	Zilla spinosa	Zilla spinosa	Zilla	Brassicaceae	Wild plants	NA		NA	NA	NA
cf. Ziziphora sp.	Ziziphora sp.	Ziziphora spp. (incl. tenuir)	Ziziphora	Lamiaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Ziziphora	Ziziphora sp.	Ziziphora spp. (incl. tenuir)	Ziziphora	Lamiaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Ziziphora tenuir	Ziziphora tenuir	Ziziphora spp. (incl. tenuir)	Ziziphora	Lamiaceae	Wild plants	NA	Edible seed/fruit	NA	NA	NA
Ziziphus sp. wood	Ziziphus sp.	Ziziphus spp. (incl. spina-christi)	Ziziphus	Rhamnaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	TRUE
Ziziphus spina-christi var. aucheri (Boiss.) M.Qaiser & S.Nazimuddin	Ziziphus spina-christi	Ziziphus spp. (incl. spina-christi)	Ziziphus	Rhamnaceae	Fruits/nuts	NA	Edible seed/fruit	NA	NA	NA
Zygophyllum fabago	Zygophyllum fabago	Zygophyllum spp. (incl. fabago)	Zygophyllum	Zygophyllaceae	Wild plants	NA		NA	NA	NA
Zygophyllum album/coccineum	Zygophyllum sp.	Zygophyllum spp. (incl. fabago)	Zygophyllum	Zygophyllaceae	Wild plants	NA		NA	NA	NA
Zygophyllum sp.	Zygophyllum sp.	Zygophyllum spp. (incl. fabago)	Zygophyllum	Zygophyllaceae	Wild plants	NA		NA	NA	NA
